age,height,hhincome,female
71,1.6002,69.876,1
76,1.8288,39.328,0
72,1.5494,39.328,1
78,1.7526,47.992,0
80,1.651,104.0347149,1
77,1.6002,20.604,1
80,1.7526,44.804,0
66,1.7526,44.804,1
74,1.5748,10.836,1
80,1.6256,4.416,1
77,1.5748,68.97666648,1
74,1.6256,16.8,0
81,1.5748,46.596,1
86,1.8542,46.596,0
85,1.8288,13.512,0
83,1.6256,10.224,1
84,1.6764,13.92,1
74,1.7018,12.021,1
74,1.8288,55.692,0
71,1.7272,55.692,1
77,1.5494,27.6,1
74,1.8034,27.6,0
77,1.524,15.42,1
76,1.8288,15.42,0
72,1.5748,33.60008,1
75,1.524,8.892,1
79,1.8542,9.984,0
75,1.6002,9.984,1
74,1.6764,10.476,1
79,1.5748,11.796,1
80,1.6256,9.768,0
76,1.7399,15.6,0
79,1.651,2.364,1
77,1.7526,17.44,0
73,1.524,17.44,1
79,1.778,247.0097231,0
71,1.6256,247.0097231,1
81,1.7272,33.6,1
83,1.524,39.156,1
83,1.6256,39.156,0
75,1.6764,32.388,0
83,1.6764,49.128,0
78,1.6256,49.128,1
76,1.7018,0.0,1
73,1.8034,19.884,0
64,1.6002,19.884,1
76,1.8034,8.988,0
72,1.5748,12.0,1
76,1.6256,29.6,1
80,1.6256,12.0,1
57,1.7018,21.648,1
60,1.6002,39.804,1
64,1.7907,39.804,0
72,1.524,26.578,1
73,1.651,45.777,0
71,1.5113,45.777,1
81,1.4478,16.8,1
81,1.6764,20.46,0
64,1.6764,20.46,1
74,1.5748,48.932,1
72,1.8034,48.932,0
60,1.6764,11.44,1
56,1.8034,11.44,0
74,1.6383,33.76,1
75,1.9812,10.8,0
71,1.524,7.8,1
56,1.5494,34.66,1
72,1.7526,88.887,1
68,1.7526,88.887,0
85,1.7018,66.04,0
76,1.7018,38.4,1
74,1.6764,75.38329042,1
73,1.6764,75.38329042,0
78,1.5748,50.804,1
72,1.6129,45.048,1
75,1.5494,17.856,1
78,1.651,21.312,1
81,1.5748,38.957,1
84,1.7526,38.957,0
84,1.6764,61.2,0
83,1.6383,26.228,0
68,1.56845,26.228,1
82,1.524,27.6,1
75,1.7526,53.02,0
65,1.651,53.02,1
73,1.8034,171.46,0
75,1.8796,53.984,0
74,1.5494,53.984,1
75,1.8288,42.2,0
68,1.6002,42.2,1
74,1.6891,17.808,1
78,1.7526,17.808,0
77,1.7399,52.8,0
70,1.5748,52.8,1
79,1.651,15.60144,1
80,1.5494,7.248,1
78,1.5494,13.056,1
78,1.5748,11.916,1
75,1.7526,40.752,0
67,1.6256,40.752,1
73,1.7526,123.05,0
56,1.651,123.05,1
54,1.651,29.4,1
60,1.5748,61.4,1
66,1.7653,61.4,0
79,1.524,17.652,1
75,1.6256,49.3,1
74,1.8288,36.288,0
69,1.5494,36.288,1
60,1.6256,3.566,1
54,1.6764,430.0,1
54,1.7272,430.0,0
72,1.778,45.972,0
69,1.6256,8.652,1
78,1.5494,12.0,1
81,1.5748,17.004,1
81,1.5748,32.64,1
87,1.6764,32.64,0
75,1.5748,14.139,1
74,1.7653,37.28,0
77,1.651,33.84,1
72,1.778,33.84,0
77,1.7526,68.34,0
72,1.524,24.108,1
73,1.7526,24.108,0
73,1.6764,8.796,0
77,1.6764,227.1007261,1
76,1.6764,227.1007261,0
73,1.6002,15.4,1
76,1.7272,15.4,0
82,1.6002,8.82,1
78,1.8796,30.0,0
77,1.524,1.404,1
72,1.4732,8.88,1
78,1.6764,10.812,1
80,1.7526,12.6,1
78,1.6002,10.272,1
77,1.6764,31.38,1
80,1.7272,31.38,0
72,1.8542,168.1264,0
73,1.6002,168.1264,1
76,1.7907,30.3,0
76,1.6383,76.06567454,1
73,1.5494,37.046,1
79,1.651,20.856,1
80,1.7018,67.75668,0
79,1.5113,67.75668,1
75,1.8542,38.0,0
63,1.651,38.0,1
79,1.4986,20.4,1
75,1.6891,25.848,1
78,1.8034,33.255,0
77,1.6764,51.8,1
67,1.7018,51.8,0
69,1.524,14.484,1
71,1.6256,34.4,1
77,1.7018,82.85152601,1
77,1.778,82.85152601,0
73,1.8034,35.2,0
71,1.5748,35.2,1
78,1.7272,16.645,0
78,1.79705,9.168,0
78,1.7526,26.576,0
71,1.5494,26.576,1
79,1.778,69.11283175,0
69,1.651,69.11283175,1
77,1.524,13.26,1
78,1.5748,17.0,1
80,1.651,25.94702258,1
73,1.8542,5.964,0
66,1.651,5.964,1
69,1.6002,12.829,1
79,1.8796,33.996,0
78,1.651,33.996,1
75,1.6002,76.5,1
72,1.8034,76.5,0
73,1.524,25.78204767,1
83,1.5494,15.9,1
81,1.6764,194.92,1
72,1.7526,194.92,0
75,1.524,57.87266482,1
70,1.7526,57.87266482,0
75,1.6002,15.564,1
76,1.8034,15.564,0
82,1.0033,21.93,1
89,1.8034,21.93,0
74,1.5748,25.26,1
76,1.8796,25.26,0
74,1.7526,45.65,0
71,1.6256,45.65,1
76,1.5494,24.0,1
81,1.778,24.0,0
76,1.6256,14.196,1
76,1.6383,48.00384,1
56,1.5494,12.0,1
75,1.6002,24.456,1
74,1.524,38.401,1
75,1.7018,30.984,0
72,1.6256,30.984,1
75,1.7018,13.032,1
72,1.651,61.2,1
54,1.778,61.2,0
73,1.6891,36.789,1
81,1.6764,68.976,0
70,1.651,68.976,1
78,1.54305,21.04567741,1
83,1.7272,15.0,0
74,1.6002,9.852,1
75,1.8034,27.80036,0
69,1.6256,27.80036,1
76,1.8034,45.98958559,0
76,1.6129,45.98958559,1
81,1.6002,24.408,0
73,1.651,24.408,1
72,1.778,15.6,0
51,1.6256,16.66567861,1
59,1.778,36.0,0
76,1.6764,39.332,0
68,1.6764,39.332,1
82,1.651,12.0,1
78,1.651,6.652,1
74,1.7018,30.13355929,0
71,1.651,30.13355929,1
77,1.8034,63.212,0
79,1.8288,30.84,0
76,1.5875,30.84,1
76,1.7272,13.2,0
76,1.6764,19.94171733,1
75,1.5875,28.612,1
80,1.7272,61.708,0
82,1.4986,10.0,1
77,1.7526,71.40919405,0
75,1.905,68.44032,0
